ProteinGroupPairID,LinkIDs,PeptidePairIDs,PSMIDs,Protein1,Name1,Descriptions1,isDecoy1,Protein2,Name2,Description2,isDecoy2,Crosslinker,Score,isDecoy,isTT,isTD,isDD,count PSMs,count peptide pairs,count links,fdrGroup,fdr,ifdr,PEP,,top link fdr,top peptide fdr,top psm_fdr
309,388,1028,Kojak_3047;Kojak_3046,P0AFW2,,,false,P02359,,,false,,2.181,false,true,false,false,2,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
303,67,2716;711,Kojak_769;Kojak_192,P0A7T7,,,false,P0ACF4,,,false,,2.061,false,true,false,false,2,2,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
302,379,2705,Kojak_571,P0A832,,,false,P68679,,,false,,2.032,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
300,377,2692,Kojak_285,P0A6X7,,,false,P68679,,,false,,2.003,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
299,376,2678,Kojak_865,P09831,,,false,P69908;P69910,;,;,false,,1.944,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
298,375,2673,Kojak_1190,P0A7K2,,,false,ENTRAP_sp|Q8NDV2|GPR26_HUMAN,,,false,,1.927,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
293,371,2660,Kojak_3100,P02359,,,false,P0AEU7,,,false,,1.888,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
292,368,2207,Kojak_152,P0AGB3,,,false,P0A8V2,,,false,,1.864,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
289,364,277,Kojak_1041,P31979,,,false,P33602,,,false,,1.774,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
288,363,2611,Kojak_656,P0AFF6,,,false,P0A8T7,,,false,,1.751,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
224,297;340,2011;2484,Kojak_1649;Kojak_642,P69222,,,false,P0A705,,,false,,1.739,false,true,false,false,2,2,2,Between,0.004,0.006,0.024,,0.002,0.002,0.001
273,348,2513,Kojak_1602,P0ACF0,,,false,P10408,,,false,,1.507,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
272,347,1744,Kojak_2984,P0AEU7,,,false,P0A7S3,,,false,,1.502,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
271,346,2509,Kojak_2262,P02358,,,false,P0C018,,,false,,1.5,false,true,false,false,1,1,1,Between,0.004,0.006,0.024,,0.002,0.002,0.001
270,345,2503,Kojak_1081,P60422,,,false,P0A7K2,,,false,,1.482,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
269,344,2497,Kojak_2162,P0A7N4,,,false,P0A7K2,,,false,,1.474,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
259,334,2455,Kojak_1665,ENTRAP_sp|Q504T8|MIDN_HUMAN,,,false,P60560,,,false,,1.386,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
257,332,738,Kojak_1164,P0A7R9,,,false,P68679,,,false,,1.353,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
256,331,1030,Kojak_206,P0AGG8,,,false,P0AFK0,,,false,,1.348,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
80,100;330,587;624;2424,Kojak_640;Kojak_3280;Kojak_3344;Kojak_1091,P0ACF4,,,false,P0AG59,,,false,,1.335,false,true,false,false,4,3,2,Between,0.004,0.007,0.024,,0.002,0.002,0.001
253,327,2416,Kojak_960,P0ACF0,,,false,P0AG63,,,false,,1.321,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
247,320,2372,Kojak_1930,ENTRAP_sp|Q92562|FIG4_HUMAN,,,false,P76551,,,false,,1.223,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
245,318,1930,Kojak_2692;Kojak_2657,P02359,,,false,P76053,,,false,,1.184,false,true,false,false,2,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
241,314,2348,Kojak_1106,P02358,,,false,P0ADZ4,,,false,,1.161,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
237,165,2072;1478,Kojak_3372;Kojak_3330;Kojak_615,P0ACF4,,,false,P62399,,,false,,1.084,false,true,false,false,3,2,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
236,309,2293,Kojak_550,P0A6X7,,,false,P0A7V3,,,false,,1.06,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
235,308,2288,Kojak_1174,P0A6R3,,,false,P62399,,,false,,1.052,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
230,303,2260,Kojak_2378,P0ACF4,,,false,P0AA10,,,false,,1.021,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
229,302,1295,Kojak_999,P00960,,,false,P00961,,,false,,1.015,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
225,298,1856,Kojak_3263,P0A7S3,,,false,P0A8W0,,,false,,0.962,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
223,98,2149;997,Kojak_557;Kojak_2270,P0ACF4,,,false,P68679,,,false,,0.952,false,true,false,false,2,2,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
130,292;188,2204;1632,Kojak_1578;Kojak_1231,P0AG67,,,false,P02358,,,false,,0.855,false,true,false,false,2,2,2,Between,0.004,0.007,0.024,,0.002,0.002,0.001
117,293;171,383;1509,Kojak_1631;Kojak_3128,P0A7R1,,,false,P0A7K2,,,false,,0.851,false,true,false,false,2,2,2,Between,0.004,0.007,0.024,,0.002,0.002,0.001
217,289,2184,Kojak_3893,P0ACF0,,,false,P0A7R1,,,false,,0.8,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
216,96,2142;1952;987,Kojak_1620;Kojak_34;Kojak_2292,P64476,,,false,P67910,,,false,,0.773,false,true,false,false,3,3,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
204,275,2107,Kojak_1175,P0ADY3,,,false,P60422,,,false,,0.595,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
199,270,1862,Kojak_205,P0A8T7,,,false,P0A8E5,,,false,,0.575,false,true,false,false,1,1,1,Between,0.004,0.007,0.024,,0.002,0.002,0.001
196,266,2068,Kojak_2702,ENTRAP_sp|Q9UL18|AGO1_HUMAN,,,false,decoy:sp|P22256|GABT_ECOLI,decoy:,decoy:,true,,0.537,true,false,true,false,1,1,1,Between,0.007,0.009,0.024,,0.004,0.003,0.001
195,265,1487,Kojak_3863,P0A7U3,,,false,P0A6Y1,,,false,,0.518,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
194,264,1779,Kojak_1020,P0ACF4,,,false,P0A8M6,,,false,,0.514,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
191,262,2045,Kojak_1540,P0A7V3,,,false,P45552;P0A7U7,;,;,false,,0.502,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
189,260,564,Kojak_1138;Kojak_1139,P0ACF4,,,false,P45552;P0A7U7,;,;,false,,0.489,false,true,false,false,2,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
187,258,2038,Kojak_1640,ENTRAP_sp|O15455|TLR3_HUMAN,,,false,P37648,,,false,,0.487,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
184,253,399,Kojak_854;Kojak_1333,P0ABS1,,,false,P0A8T7,,,false,,0.459,false,true,false,false,2,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
182,251,1764,Kojak_586,P02359,,,false,P0A832,,,false,,0.451,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
144,204;243,1730;788,Kojak_1586;Kojak_2357,P0A7Z4,,,false,P0ACF4,,,false,,0.435,false,true,false,false,2,2,2,Between,0.007,0.008,0.024,,0.004,0.003,0.001
176,245,1981,Kojak_252,P0A6F5,,,false,P29012,,,false,,0.407,false,true,false,false,1,1,1,Between,0.007,0.008,0.024,,0.004,0.003,0.001
172,240,610,Kojak_127;Kojak_20,P0AD33,,,false,P68066,,,false,,0.379,false,true,false,false,2,1,1,Between,0.007,0.009,0.024,,0.004,0.003,0.001
165,231,1239,Kojak_3639;Kojak_3709,P0A6P1,,,false,P0CE48;P0CE47,;,;,false,,0.313,false,true,false,false,2,1,1,Between,0.007,0.009,0.024,,0.004,0.003,0.001
163,228,1879,Kojak_1799,P0A6B7,,,false,P0A8F0,,,false,,0.302,false,true,false,false,1,1,1,Between,0.007,0.009,0.024,,0.004,0.003,0.001
159,222,1837,Kojak_1021,P24255,,,false,P0A7Z4,,,false,,0.266,false,true,false,false,1,1,1,Between,0.007,0.01,0.024,,0.004,0.003,0.001
158,219,1821,Kojak_288,P0AG16,,,false,decoy:sp|P76090|YNBA_ECOLI,decoy:,decoy:,true,,0.253,true,false,true,false,1,1,1,Between,0.01,0.01,0.024,,0.004,0.004,0.001
153,213,1560,Kojak_941,P05719,,,false,P08957,,,false,,0.221,false,true,false,false,1,1,1,Between,0.01,0.01,0.024,,0.004,0.004,0.001
136,195,1165,Kojak_3825;Kojak_3864;Kojak_3826,P0A9I8,,,false,P08201,,,false,,0.163,false,true,false,false,3,1,1,Between,0.01,0.011,0.024,,0.004,0.004,0.001
134,192,1665,Kojak_3455,P0A8U2,,,false,P0A6F5,,,false,,0.154,false,true,false,false,1,1,1,Between,0.01,0.011,0.024,,0.004,0.004,0.001
132,190,783,Kojak_3402,P0AFG8,,,false,P0A9P0,,,false,,0.144,false,true,false,false,1,1,1,Between,0.01,0.011,0.024,,0.004,0.004,0.001
24,189;56,1407;613,Kojak_2651;Kojak_1836;Kojak_226,P0A7L0,,,false,P45577,,,false,,0.142,false,true,false,false,3,2,2,Between,0.01,0.011,0.024,,0.004,0.004,0.001
102,108;151,1520;548;721,Kojak_180;Kojak_2344;Kojak_2660;Kojak_2658;Kojak_2677,P68191,,,false,P0A7T3,,,false,,0.113,false,true,false,false,5,3,2,Between,0.01,0.011,0.024,,0.004,0.004,0.001
125,180,1553,Kojak_2236,P0A6Y1,,,false,P60422,,,false,,0.107,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
123,178,1541,Kojak_1300,P0AG67,,,false,P0C018,,,false,,0.101,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
116,170,1199,Kojak_746,P0A7T3,,,false,P02413,,,false,,0.091,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
112,163,1320,Kojak_2198;Kojak_2153,P0A7V0,,,false,ENTRAP_sp|Q6AI08|HEAT6_HUMAN,,,false,,0.079,false,true,false,false,2,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
106,156,1422,Kojak_577,P39099,,,false,P0A790,,,false,,0.068,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
105,155,1420,Kojak_3210,P60422,,,false,P0ACF0,,,false,,0.068,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
99,148,808,Kojak_3859,P21507,,,false,P60624,,,false,,0.058,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
96,143,1044,Kojak_264,P0A7J7,,,false,P0A7J3,,,false,,0.044,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
95,142,1309,Kojak_998,P0A6F5,,,false,P77737,,,false,,0.044,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
37,139;72,1281;733,Kojak_1622;Kojak_602,P0A9D4,,,false,P0ABK5,,,false,,0.04,false,true,false,false,2,2,2,Between,0.01,0.012,0.024,,0.004,0.004,0.001
91,138,283,Kojak_3979;Kojak_3978,P0A9P0,,,false,P0AFG3,,,false,,0.038,false,true,false,false,2,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
90,137,1249,Kojak_2260,P0A887,,,false,P0ADP7,,,false,,0.036,false,true,false,false,1,1,1,Between,0.01,0.012,0.024,,0.004,0.004,0.001
83,130,1205,Kojak_1109,P0ACF4,,,false,P69913,,,false,,0.031,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
45,82;123,883;1146,Kojak_897;Kojak_269,P06959,,,false,P0AFG8,,,false,,0.025,false,true,false,false,2,2,2,Between,0.01,0.013,0.024,,0.004,0.004,0.001
59,102;114,1032;1104,Kojak_2267;Kojak_2238,P02359,,,false,P02358,,,false,,0.024,false,true,false,false,2,2,2,Between,0.01,0.013,0.024,,0.004,0.004,0.001
71,116,482,Kojak_2838,P0AG67,,,false,P0A7G2,,,false,,0.02,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
70,115,586,Kojak_3312,P0AFG0,,,false,P0A8T7,,,false,,0.02,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
67,112,1006,Kojak_1459,P21889,,,false,ENTRAP_sp|P33778|H2B1B_HUMAN,,,false,,0.019,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
54,92,950,Kojak_117,P02359,,,false,P0A7R5,,,false,,0.01,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
51,89,658,Kojak_2671,P0A9P0,,,false,P0A6B7,,,false,,0.01,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
50,87,912,Kojak_3080,P0AF36,,,false,P0ACF0,,,false,,0.009,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
48,85,900,Kojak_2415,P0A6E6,,,false,P0ABA6,,,false,,0.008,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
44,81,872,Kojak_1605,P0AG67,,,false,P0ACF0,,,false,,0.007,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
43,80,871,Kojak_3886,P23830,,,false,P0A7S3,,,false,,0.007,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
42,79,864,Kojak_584,P0AEU7,,,false,P60422,,,false,,0.007,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
39,75,782,Kojak_2052,P0A988,,,false,P69931,,,false,,0.005,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
18,50;70,532;625,Kojak_82;Kojak_708,P0A7T7,,,false,P0AG67,,,false,,0.004,false,true,false,false,2,2,2,Between,0.01,0.013,0.024,,0.004,0.004,0.001
35,69,719,Kojak_3694,P0AG67,,,false,P0AEU7,,,false,,0.003,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
33,65,700,Kojak_3903,P0A7W7,,,false,P0A7V0,,,false,,0.003,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
32,64,677,Kojak_593,P0ACF4,,,false,P69797,,,false,,0.003,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
28,60,312,Kojak_377,P0A8V2,,,false,P0AG59,,,false,,0.002,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
26,58,630,Kojak_2187,P02358,,,false,P0A7S3,,,false,,0.002,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
21,53,585,Kojak_3064,P68919,,,false,P0A7K2,,,false,,0.001,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
20,52,563,Kojak_147,P69908;P69910,;,;,false,P0A6Y8,,,false,,0.001,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
17,49,511,Kojak_2001,P0A7V0,,,false,P69913,,,false,,0.001,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
9,38,360,Kojak_1584,P0A786,,,false,P69908;P69910,;,;,false,,0,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
709,0,2,Kojak_1653,P15042,,,false,P15042;P63204,;,;,false,,0,false,true,false,false,1,1,1,Self,0,0,0,,0,0,0
2,31,244,Kojak_3081,P0ADZ0,,,false,P0AG59,,,false,,0,false,true,false,false,1,1,1,Between,0.01,0.013,0.024,,0.004,0.004,0.001
1,30,233,Kojak_1541,decoy:sp|P46119|YBJC_ECOLI,decoy:,decoy:,true,P0A705,,,false,,0,true,false,true,false,1,1,1,Between,0.013,0.013,0.024,,0.006,0.005,0.001
