ProteinGroupPairID,LinkIDs,PeptidePairIDs,PSMIDs,Protein1,Name1,Descriptions1,isDecoy1,Protein2,Name2,Description2,isDecoy2,Crosslinker,Score,isDecoy,isTT,isTD,isDD,count PSMs,count peptide pairs,count links,fdrGroup,fdr,ifdr,PEP,,top link fdr,top peptide fdr,top psm_fdr
212,229,348,OpenPepXL_171,P0A705,,,false,P0A7S9,,,false,,0.806,false,true,false,false,1,1,1,Between,0.119,0.119,0.241,,0.097,0.092,0.073
211,228,118,OpenPepXL_200,P02359,,,false,P76053,,,false,,0.806,false,true,false,false,1,1,1,Between,0.119,0.119,0.241,,0.097,0.092,0.073
210,227,346,OpenPepXL_252,P0A7K2,,,false,Q8NDV2,,,false,,0.806,false,true,false,false,1,1,1,Between,0.119,0.119,0.241,,0.097,0.092,0.073
209,226,57,OpenPepXL_394,P0ADY7,,,false,P68919,,,false,,0.806,false,true,false,false,1,1,1,Between,0.119,0.119,0.239,,0.097,0.092,0.073
207,224,343,OpenPepXL_400,Q46851,,,false,P0A853,,,false,,0.805,false,true,false,false,1,1,1,Between,0.119,0.119,0.239,,0.097,0.092,0.073
206,223,339,OpenPepXL_326,P0AE78,,,false,decoy:sp|P65556|YFCD_ECOLI,decoy:,decoy:,true,,0.804,true,false,true,false,1,1,1,Between,0.119,0.119,0.239,,0.097,0.092,0.073
205,222,338,OpenPepXL_245,E7ERA6,,,false,P0A853,,,false,,0.804,false,true,false,false,1,1,1,Between,0.119,0.119,0.239,,0.097,0.092,0.073
204,220,334,OpenPepXL_453,P0ACF0,,,false,P00579,,,false,,0.803,false,true,false,false,1,1,1,Between,0.119,0.119,0.237,,0.097,0.092,0.073
203,219,333,OpenPepXL_61,P0ABN9,,,false,P0A7J7,,,false,,0.803,false,true,false,false,1,1,1,Between,0.119,0.119,0.237,,0.097,0.092,0.073
202,218,139,OpenPepXL_179,P0A7J7,,,false,P0A7K2,,,false,,0.802,false,true,false,false,1,1,1,Between,0.119,0.119,0.235,,0.097,0.092,0.073
201,217,329,OpenPepXL_165,P0AE08,,,false,Q8TDB6,,,false,,0.802,false,true,false,false,1,1,1,Between,0.119,0.119,0.231,,0.097,0.092,0.073
200,216,328,OpenPepXL_222,P0DPC4,,,false,P07118,,,false,,0.802,false,true,false,false,1,1,1,Between,0.119,0.119,0.231,,0.097,0.092,0.073
199,215,327,OpenPepXL_64,P0A9P0,,,false,P04805,,,false,,0.801,false,true,false,false,1,1,1,Between,0.119,0.119,0.23,,0.097,0.092,0.073
198,214,325,OpenPepXL_188,P0A836,,,false,decoy:sp|Q9NWW9|PLAT2_HUMAN,decoy:,decoy:,true,,0.801,true,false,true,false,1,1,1,Between,0.119,0.119,0.23,,0.097,0.092,0.073
197,213,323,OpenPepXL_267,P0AF36,,,false,P0ACF0,,,false,,0.8,false,true,false,false,1,1,1,Between,0.119,0.119,0.23,,0.097,0.092,0.073
195,211,321,OpenPepXL_81,P0A8M3,,,false,P24192,,,false,,0.8,false,true,false,false,1,1,1,Between,0.119,0.119,0.23,,0.097,0.092,0.073
194,210,304,OpenPepXL_330,P0A7S3,,,false,P39393,,,false,,0.8,false,true,false,false,1,1,1,Between,0.119,0.119,0.226,,0.097,0.092,0.073
193,209,315,OpenPepXL_182,P37051,,,false,P15848,,,false,,0.799,false,true,false,false,1,1,1,Between,0.119,0.119,0.222,,0.097,0.092,0.073
192,208,314,OpenPepXL_205,P0A853,,,false,P37016,,,false,,0.799,false,true,false,false,1,1,1,Between,0.119,0.119,0.222,,0.097,0.092,0.073
191,206,162,OpenPepXL_322,P06959,,,false,P0A9P0,,,false,,0.798,false,true,false,false,1,1,1,Between,0.119,0.119,0.222,,0.097,0.092,0.073
190,205,310,OpenPepXL_244,Q47156,,,false,Q47157,,,false,,0.798,false,true,false,false,1,1,1,Between,0.119,0.119,0.222,,0.097,0.092,0.073
189,204,309,OpenPepXL_33,P0A8V2,,,false,P09831,,,false,,0.798,false,true,false,false,1,1,1,Between,0.119,0.119,0.22,,0.097,0.092,0.073
186,201,303,OpenPepXL_219,P25549,,,false,P0A853,,,false,,0.797,false,true,false,false,1,1,1,Between,0.119,0.119,0.22,,0.097,0.092,0.073
185,200,302,OpenPepXL_456,P0ACF0,,,false,P0A7L0,,,false,,0.797,false,true,false,false,1,1,1,Between,0.119,0.119,0.22,,0.097,0.092,0.073
184,199,301,OpenPepXL_106,Q5VW38,,,false,P07118,,,false,,0.797,false,true,false,false,1,1,1,Between,0.119,0.119,0.22,,0.097,0.092,0.073
183,198,300,OpenPepXL_329,P0A705,,,false,decoy:sp|O00487|PSDE_HUMAN,decoy:,decoy:,true,,0.797,true,false,true,false,1,1,1,Between,0.119,0.119,0.22,,0.097,0.092,0.073
182,197,247,OpenPepXL_110,P07451,,,false,P0AGJ9,,,false,,0.796,false,true,false,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
181,195,294,OpenPepXL_287,P75876,,,false,Q13451,,,false,,0.795,false,true,false,false,1,1,1,Between,0.119,0.119,0.206,,0.097,0.092,0.073
179,193,292,OpenPepXL_261,P0A6X7,,,false,P0ADZ4,,,false,,0.795,false,true,false,false,1,1,1,Between,0.119,0.119,0.206,,0.097,0.092,0.073
178,192,291,OpenPepXL_5,P0A7G2,,,false,P68679;P0AEJ6,;,;,false,,0.795,false,true,false,false,1,1,1,Between,0.119,0.119,0.206,,0.097,0.092,0.073
177,191,290,OpenPepXL_327,P0A705,,,false,decoy:sp|Q5JY77|GASP1_HUMAN,decoy:,decoy:,true,,0.795,true,false,true,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
176,190,289,OpenPepXL_458,P0A8M6,,,false,P0A7S3,,,false,,0.795,false,true,false,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
173,187,284,OpenPepXL_13,P0AG67,,,false,decoy:sp|P55083|MFAP4_HUMAN,decoy:,decoy:,true,,0.793,true,false,true,false,1,1,1,Between,0.119,0.119,0.209,,0.097,0.092,0.073
172,186,283,OpenPepXL_335,P0A8M6,,,false,P0AG59,,,false,,0.793,false,true,false,false,1,1,1,Between,0.119,0.119,0.209,,0.097,0.092,0.073
171,185,282,OpenPepXL_297,P27302,,,false,P33570,,,false,,0.793,false,true,false,false,1,1,1,Between,0.119,0.119,0.209,,0.097,0.092,0.073
170,184,281,OpenPepXL_184,P0A6F5,,,false,P0A817,,,false,,0.793,false,true,false,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
168,182,279,OpenPepXL_187,P0C0V0,,,false,decoy:sp|O43692|PI15_HUMAN,decoy:,decoy:,true,,0.793,true,false,true,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
167,181,112,OpenPepXL_423,P0ACF0,,,false,P0ADZ4,,,false,,0.793,false,true,false,false,1,1,1,Between,0.119,0.119,0.208,,0.097,0.092,0.073
