ProteinGroupID,ProteinGroup,Names,Descriptions,Sequence,Crosslinker,Score,isDecoy,isTT,isTD,isDD,PSM IDs,fdrGroup,fdr,ifdr,PEP,
168,Q8TDB6,,,,,∞,false,true,false,false,OpenPepXL_165,Between only,0.11578947368421053,NaN,0.0,0.801734517828293
240,P0A6Z3,,,,,∞,false,true,false,false,OpenPepXL_293;OpenPepXL_360;OpenPepXL_359,Between only,0.11578947368421053,NaN,0.0,0.789323263410287
214,P15639,,,,,∞,false,true,false,false,OpenPepXL_249,Between only,0.11578947368421053,NaN,0.0,0.806694951985433
67,P68066,,,,,∞,false,true,false,false,OpenPepXL_60;OpenPepXL_374;OpenPepXL_59;OpenPepXL_55,Between only,0.11578947368421053,NaN,0.0,0.829012409683187
160,P0ABC3,,,,,∞,false,true,false,false,OpenPepXL_148,Between only,0.11578947368421053,NaN,0.0,0.815436024661002
125,P47972,,,,,∞,false,true,false,false,OpenPepXL_108,Between only,0.11578947368421053,NaN,0.0,0.819993596732358
276,Q3KQV9,,,,,∞,false,true,false,false,OpenPepXL_360,Between only,0.11578947368421053,NaN,0.0,0.782769242464471
27,Q00888,,,,,∞,false,true,false,false,OpenPepXL_17,Between only,0.11578947368421053,NaN,0.0,0.824957577438282
40,decoy:sp|P76147|DGCF_ECOLI,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_26,Between only,0.11578947368421053,NaN,0.0,0.807895665656375
288;289,P36999;Q8WXU2,;,;,;,,∞,false,true,false,false,OpenPepXL_407,Between only,0.11578947368421053,NaN,0.0,0.75247973812216
62,P0A7X3,,,,,∞,false,true,false,false,OpenPepXL_47,Between only,0.11578947368421053,NaN,0.0,0.752231362158808
117,P0ABB0,,,,,∞,false,true,false,false,OpenPepXL_102,Between only,0.11578947368421053,NaN,0.0,0.822153906207251
219,P0A8M6,,,,,∞,false,true,false,false,OpenPepXL_335;OpenPepXL_264;OpenPepXL_458,Between only,0.11578947368421053,NaN,0.0,0.794543053941436
16,Q69YU5,,,,,∞,false,true,false,false,OpenPepXL_9,Between only,0.11578947368421053,NaN,0.0,0.724499327915749
95,P0A8M3,,,,,∞,false,true,false,false,OpenPepXL_101;OpenPepXL_81;OpenPepXL_316,Between only,0.11578947368421053,NaN,0.0,0.806720122699475
167,P21513,,,,,∞,false,true,false,false,OpenPepXL_164,Between only,0.11578947368421053,NaN,0.0,0.783657416826822
224;225;223,P45552;P16432;P0A7U7,;;,;;,;;,,∞,false,true,false,false,OpenPepXL_266;OpenPepXL_398,Between only,0.11578947368421053,NaN,0.0,0.782285302422403
216,Q8NDV2,,,,,∞,false,true,false,false,OpenPepXL_252,Between only,0.11578947368421053,NaN,0.0,0.806278352083056
313,decoy:sp|Q96S42|NODAL_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_468,Between only,0.11578947368421053,NaN,0.0,0.5626984610563
92,P0A9A9,,,,,∞,false,true,false,false,OpenPepXL_79,Between only,0.11578947368421053,NaN,0.0,0.732431971342965
158,P0AEH5,,,,,∞,false,true,false,false,OpenPepXL_145;OpenPepXL_146;OpenPepXL_324,Between only,0.11578947368421053,NaN,0.0,0.788375145986214
34,P0A7N9,,,,,∞,false,true,false,false,OpenPepXL_23,Between only,0.11578947368421053,NaN,0.0,0.762706228132026
173,Q02246,,,,,∞,false,true,false,false,OpenPepXL_272;OpenPepXL_175;OpenPepXL_405,Between only,0.11578947368421053,NaN,0.0,0.792465697702988
189,P62875,,,,,∞,false,true,false,false,OpenPepXL_198;OpenPepXL_356,Between only,0.11578947368421053,NaN,0.0,0.808054219924344
292,P0ADZ7,,,,,∞,false,true,false,false,OpenPepXL_412,Between only,0.11578947368421053,NaN,0.0,0.77352238980806
315,decoy:sp|A8MTZ0|BBIP1_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_469,Between only,0.11578947368421053,NaN,0.0,0.495474417383077
211,Q47156,,,,,∞,false,true,false,false,OpenPepXL_244,Between only,0.11464968152866242,NaN,0.0,0.797995874198635
212,Q47157,,,,,∞,false,true,false,false,OpenPepXL_244,Between only,0.11464968152866242,NaN,0.0,0.797995874198635
304,decoy:sp|P0AD30|YFCA_ECOLI,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_438,Between only,0.11464968152866242,NaN,0.0,0.70148963211971
317,decoy:sp|Q9UM21|MGT4A_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_471,Between only,0.10967741935483871,NaN,0.0,0.526872466524915
102,P37326,,,,,∞,false,true,false,false,OpenPepXL_85,Between only,0.1032258064516129,NaN,0.0,0.638022120401274
64,P08839,,,,,∞,false,true,false,false,OpenPepXL_52,Between only,0.1032258064516129,NaN,0.0,0.728988922873468
330,P0A6G5,,,,,∞,false,true,false,false,OpenPepXL_478,Between only,0.1032258064516129,NaN,0.0,0.563618960644136
71,decoy:sp|O43731|ERD23_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_57,Between only,0.1032258064516129,NaN,0.0,0.790687965216982
144,P0ADY7,,,,,∞,false,true,false,false,OpenPepXL_419;OpenPepXL_436;OpenPepXL_129;OpenPepXL_399;OpenPepXL_309;OpenPepXL_361;OpenPepXL_422;OpenPepXL_199;OpenPepXL_394,Between only,0.09868421052631579,NaN,0.0,0.805648871699878
99,P75792,,,,,∞,false,true,false,false,OpenPepXL_83,Between only,0.09868421052631579,NaN,0.0,0.8272705923512
210,P42909,,,,,∞,false,true,false,false,OpenPepXL_242,Between only,0.09868421052631579,NaN,0.0,0.807869331112523
203,P06612,,,,,∞,false,true,false,false,OpenPepXL_230,Between only,0.09868421052631579,NaN,0.0,0.782193329214271
235,P50539,,,,,∞,false,true,false,false,OpenPepXL_282,Between only,0.09868421052631579,NaN,0.0,0.787761833773858
314,P0ABC7,,,,,∞,false,true,false,false,OpenPepXL_469,Between only,0.09868421052631579,NaN,0.0,0.495474417383077
156,P09832,,,,,∞,false,true,false,false,OpenPepXL_142,Between only,0.09868421052631579,NaN,0.0,0.788816439105045
79,P0A7Z4,,,,,∞,false,true,false,false,OpenPepXL_65;OpenPepXL_154;OpenPepXL_231;OpenPepXL_170;OpenPepXL_111;OpenPepXL_88;OpenPepXL_178;OpenPepXL_248;OpenPepXL_159;OpenPepXL_225;OpenPepXL_91;OpenPepXL_439;OpenPepXL_136;OpenPepXL_139;OpenPepXL_253,Between only,0.09868421052631579,NaN,0.0,0.837205188753873
239,P51790,,,,,∞,false,true,false,false,OpenPepXL_291,Between only,0.09868421052631579,NaN,0.0,0.782434559385087
228,decoy:sp|Q9H106|SIRPD_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_268,Between only,0.09868421052631579,NaN,0.0,0.775885319289881
230,P05719,,,,,∞,false,true,false,false,OpenPepXL_274,Between only,0.0979020979020979,NaN,0.0,0.792691681071941
162,P0AB14,,,,,∞,false,true,false,false,OpenPepXL_429;OpenPepXL_273;OpenPepXL_150;OpenPepXL_402,Between only,0.0979020979020979,NaN,0.0,0.825084796845235
25,decoy:sp|P50053|KHK_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_15,Between only,0.0979020979020979,NaN,0.0,0.808739330613592
213,E7ERA6,,,,,∞,false,true,false,false,OpenPepXL_245,Between only,0.09219858156028368,NaN,0.0,0.803719982100813
207,P0ABU9,,,,,∞,false,true,false,false,OpenPepXL_235,Between only,0.09219858156028368,NaN,0.0,0.729516753243527
320,decoy:sp|P41036|NANT_ECOLI,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_473,Between only,0.09219858156028368,NaN,0.0,0.524630623547985
50,P09831,,,,,∞,false,true,false,false,OpenPepXL_34;OpenPepXL_395;OpenPepXL_33,Between only,0.08633093525179857,NaN,0.0,0.797891024420719
272,P0A7K6,,,,,∞,false,true,false,false,OpenPepXL_350,Between only,0.08633093525179857,NaN,0.0,0.741047310532883
88,P37443,,,,,∞,false,true,false,false,OpenPepXL_76,Between only,0.08633093525179857,NaN,0.0,0.807599327621729
57,P0A7L8,,,,,∞,false,true,false,false,OpenPepXL_410;OpenPepXL_409;OpenPepXL_451;OpenPepXL_338;OpenPepXL_440;OpenPepXL_40,Between only,0.08633093525179857,NaN,0.0,0.810992373934014
199,P25549,,,,,∞,false,true,false,false,OpenPepXL_219,Between only,0.08633093525179857,NaN,0.0,0.797437117041422
318,decoy:sp|P42702|LIFR_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_472,Between only,0.08633093525179857,NaN,0.0,0.563905605642764
201,P0DPC4,,,,,∞,false,true,false,false,OpenPepXL_222,Between only,0.08208955223880597,NaN,0.0,0.801558095884282
124;123,P49450;P25116,;,;,;,,∞,false,true,false,false,OpenPepXL_107,Between only,0.08208955223880597,NaN,0.0,0.811111272778055
174,P0ABP8,,,,,∞,false,true,false,false,OpenPepXL_175;OpenPepXL_405;OpenPepXL_220,Between only,0.08208955223880597,NaN,0.0,0.751209939288923
53,P69811,,,,,∞,false,true,false,false,OpenPepXL_36,Between only,0.08208955223880597,NaN,0.0,0.7919480424196
310,P29745,,,,,∞,false,true,false,false,OpenPepXL_457;OpenPepXL_450,Between only,0.08208955223880597,NaN,0.0,0.809369946040008
329,Q9HAY6,,,,,∞,false,true,false,false,OpenPepXL_478,Between only,0.08208955223880597,NaN,0.0,0.563618960644136
10;11,P68679;P0AEJ6,;,;,;,,∞,false,true,false,false,OpenPepXL_470;OpenPepXL_5,Between only,0.08208955223880597,NaN,0.0,0.79498729555979
258,decoy:sp|P37648|YHJJ_ECOLI,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_316,Between only,0.08208955223880597,NaN,0.0,0.786111041854776
96,P24192,,,,,∞,false,true,false,false,OpenPepXL_81,Between only,0.07874015748031496,NaN,0.0,0.799973674796051
105,P07813,,,,,∞,false,true,false,false,OpenPepXL_481;OpenPepXL_87,Between only,0.07874015748031496,NaN,0.0,0.674619154269917
238,Q13451,,,,,∞,false,true,false,false,OpenPepXL_287,Between only,0.07874015748031496,NaN,0.0,0.795300282484688
309,P67910,,,,,∞,false,true,false,false,OpenPepXL_444,Between only,0.07874015748031496,NaN,0.0,0.784006844280389
109,P0A9K3,,,,,∞,false,true,false,false,OpenPepXL_97,Between only,0.07874015748031496,NaN,0.0,0.776723310094798
136,P02359,,,,,∞,false,true,false,false,OpenPepXL_255;OpenPepXL_444;OpenPepXL_116;OpenPepXL_200;OpenPepXL_340;OpenPepXL_320;OpenPepXL_300;OpenPepXL_470,Between only,0.07874015748031496,NaN,0.0,0.853333330658563
248,P27302,,,,,∞,false,true,false,false,OpenPepXL_297,Between only,0.07874015748031496,NaN,0.0,0.79311636378762
324,Q14254,,,,,∞,false,true,false,false,OpenPepXL_475,Between only,0.07874015748031496,NaN,0.0,0.518456191121569
229,Q30KQ9,,,,,∞,false,true,false,false,OpenPepXL_271,Between only,0.07874015748031496,NaN,0.0,0.810829329750925
164,Q8N8R3,,,,,∞,false,true,false,false,OpenPepXL_162,Between only,0.07874015748031496,NaN,0.0,0.811670367227597
91,decoy:sp|Q5SWH9|TMM69_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_78,Between only,0.07874015748031496,NaN,0.0,0.816456998491516
56,P0AGE9,,,,,∞,false,true,false,false,OpenPepXL_432;OpenPepXL_386;OpenPepXL_365;OpenPepXL_301;OpenPepXL_387;OpenPepXL_38;OpenPepXL_302;OpenPepXL_39;OpenPepXL_337;OpenPepXL_348;OpenPepXL_389;OpenPepXL_349;OpenPepXL_433;OpenPepXL_434;OpenPepXL_421;OpenPepXL_388,Between only,0.07692307692307693,NaN,0.0,0.835452391514522
231,P08957,,,,,∞,false,true,false,false,OpenPepXL_274,Between only,0.07692307692307693,NaN,0.0,0.792691681071941
19,P0A800,,,,,∞,false,true,false,false,OpenPepXL_11;OpenPepXL_159;OpenPepXL_225,Between only,0.07692307692307693,NaN,0.0,0.86202959695774
163,Q9HCJ2,,,,,∞,false,true,false,false,OpenPepXL_161;OpenPepXL_160,Between only,0.07692307692307693,NaN,0.0,0.837451728738396
31,P0A7S9,,,,,∞,false,true,false,false,OpenPepXL_89;OpenPepXL_202;OpenPepXL_171;OpenPepXL_193;OpenPepXL_352;OpenPepXL_196;OpenPepXL_191;OpenPepXL_21,Between only,0.07692307692307693,NaN,0.0,0.806427325649343
254,Q7L211,,,,,∞,false,true,false,false,OpenPepXL_312,Between only,0.07692307692307693,NaN,0.0,0.772493300233134
198,Q9UHL3,,,,,∞,false,true,false,false,OpenPepXL_217;OpenPepXL_427,Between only,0.07692307692307693,NaN,0.0,0.785168821719279
200,P30870,,,,,∞,false,true,false,false,OpenPepXL_220,Between only,0.07692307692307693,NaN,0.0,0.734758021005667
321,Q8IYD9,,,,,∞,false,true,false,false,OpenPepXL_473,Between only,0.07692307692307693,NaN,0.0,0.524630623547985
131,P60240,,,,,∞,false,true,false,false,OpenPepXL_111,Between only,0.07692307692307693,NaN,0.0,0.78772993971203
98,Q7Z2X4,,,,,∞,false,true,false,false,OpenPepXL_82,Between only,0.07692307692307693,NaN,0.0,0.789650619971488
249,P33570,,,,,∞,false,true,false,false,OpenPepXL_297,Between only,0.07692307692307693,NaN,0.0,0.79311636378762
186,Q8N5M9,,,,,∞,false,true,false,false,OpenPepXL_194,Between only,0.07692307692307693,NaN,0.0,0.777010739080188
52,P0AE08,,,,,∞,false,true,false,false,OpenPepXL_165;OpenPepXL_36;OpenPepXL_141,Between only,0.07692307692307693,NaN,0.0,0.801734517828293
101,decoy:sp|A6NF83|NUPR2_HUMAN,decoy:,decoy:,,,∞,true,false,true,false,OpenPepXL_254;OpenPepXL_84,Between only,0.07692307692307693,NaN,0.0,0.858912730986698
253,P0A7T3,,,,,∞,false,true,false,false,OpenPepXL_308,Between only,0.07692307692307693,NaN,0.0,0.782136057063694
296,P00579,,,,,∞,false,true,false,false,OpenPepXL_453;OpenPepXL_417,Between only,0.07692307692307693,NaN,0.0,0.802580551224295
28,P0A853,,,,,∞,false,true,false,false,OpenPepXL_400;OpenPepXL_172;OpenPepXL_112;OpenPepXL_27;OpenPepXL_242;OpenPepXL_429;OpenPepXL_273;OpenPepXL_150;OpenPepXL_402;OpenPepXL_17;OpenPepXL_217;OpenPepXL_427;OpenPepXL_383;OpenPepXL_118;OpenPepXL_426;OpenPepXL_271;OpenPepXL_404;OpenPepXL_148;OpenPepXL_219;OpenPepXL_18;OpenPepXL_96;OpenPepXL_41;OpenPepXL_25;OpenPepXL_384;OpenPepXL_117;OpenPepXL_205;OpenPepXL_428;OpenPepXL_149;OpenPepXL_382;OpenPepXL_403;OpenPepXL_380;OpenPepXL_80;OpenPepXL_245;OpenPepXL_272;OpenPepXL_20;OpenPepXL_174;OpenPepXL_173,Between only,0.07692307692307693,NaN,0.0,0.835924161282881
87,P24238,,,,,∞,false,true,false,false,OpenPepXL_74,Between only,0.07692307692307693,NaN,0.0,0.775551133370146
4,P60422,,,,,∞,false,true,false,false,OpenPepXL_71;OpenPepXL_2;OpenPepXL_73;OpenPepXL_185;OpenPepXL_299;OpenPepXL_214;OpenPepXL_152;OpenPepXL_215;OpenPepXL_223;OpenPepXL_260;OpenPepXL_408;OpenPepXL_441,Between only,0.07692307692307693,NaN,0.0,0.869509189836049
222,Q46897,,,,,∞,false,true,false,false,OpenPepXL_265,Between only,0.07692307692307693,NaN,0.0,0.782469469534116
49,P0A7K2,,,,,∞,false,true,false,false,OpenPepXL_251;OpenPepXL_463;OpenPepXL_331;OpenPepXL_252;OpenPepXL_124;OpenPepXL_32;OpenPepXL_90;OpenPepXL_179;OpenPepXL_121;OpenPepXL_185;OpenPepXL_131;OpenPepXL_133;OpenPepXL_208;OpenPepXL_134;OpenPepXL_56;OpenPepXL_58;OpenPepXL_143;OpenPepXL_183;OpenPepXL_246;OpenPepXL_100;OpenPepXL_120;OpenPepXL_224;OpenPepXL_325;OpenPepXL_155;OpenPepXL_153;OpenPepXL_229;OpenPepXL_204;OpenPepXL_104;OpenPepXL_167;OpenPepXL_270;OpenPepXL_250;OpenPepXL_393,Between only,0.07692307692307693,NaN,0.0,0.85259542003968
271,P62399,,,,,∞,false,true,false,false,OpenPepXL_450;OpenPepXL_336,Between only,0.07692307692307693,NaN,0.0,0.81611830358177
135,P35638,,,,,∞,false,true,false,false,OpenPepXL_115,Between only,0.07692307692307693,NaN,0.0,0.774928218383814
147,P0A6F5,,,,,∞,false,true,false,false,OpenPepXL_132;OpenPepXL_184,Between only,0.07692307692307693,NaN,0.0,0.793027318975355
68,P09373,,,,,∞,false,true,false,false,OpenPepXL_60;OpenPepXL_374;OpenPepXL_59;OpenPepXL_334;OpenPepXL_292;OpenPepXL_206;OpenPepXL_55;OpenPepXL_457;OpenPepXL_181,Between only,0.07692307692307693,NaN,0.0,0.829012409683187
1,P00961,,,,,∞,false,true,false,false,OpenPepXL_70;OpenPepXL_16;OpenPepXL_317;OpenPepXL_0;OpenPepXL_44;OpenPepXL_29;OpenPepXL_1;OpenPepXL_108;OpenPepXL_161;OpenPepXL_160,Between only,0.07692307692307693,NaN,0.0,0.865458444847168
152;153,P77206;P52132,;,;,;,,∞,false,true,false,false,OpenPepXL_138,Between only,0.07692307692307693,NaN,0.0,0.769378831640953
121,Q5VW38,,,,,∞,false,true,false,false,OpenPepXL_106,Between only,0.07692307692307693,NaN,0.0,0.79710986111085
73,Q6P587,,,,,∞,false,true,false,false,OpenPepXL_75;OpenPepXL_62,Between only,0.07692307692307693,NaN,0.0,0.778178305831474
70,P0A6Z1,,,,,∞,false,true,false,false,OpenPepXL_307;OpenPepXL_57;OpenPepXL_318,Between only,0.07692307692307693,NaN,0.0,0.856145877855694
157,Q14155,,,,,∞,false,true,false,false,OpenPepXL_142,Between only,0.07692307692307693,NaN,0.0,0.788816439105045
209,Q9BZW5,,,,,∞,false,true,false,false,OpenPepXL_373;OpenPepXL_238;OpenPepXL_480;OpenPepXL_371,Between only,0.07692307692307693,NaN,0.0,0.765295022669646
