protein_pair	probability	status
sp|P0ACD4|ISCU_ECOLI-sp|P0ACD4|ISCU_ECOLI	1.00	target_target
sp|P10408|SECA_ECOLI-sp|P37052|YCHJ_ECOLI,sp|P0AD05|YECA_ECOLI,sp|P10408|SECA_ECOLI	1.00	target_target
sp|P69222|IF1_ECOLI-sp|P69222|IF1_ECOLI	1.00	target_target
sp|P77539|YDJL_ECOLI-sp|P77539|YDJL_ECOLI	1.00	target_target
sp|P0A821|SELA_ECOLI-sp|P0A821|SELA_ECOLI	1.00	target_target
sp|P0AG76|SBCD_ECOLI-sp|P0AG76|SBCD_ECOLI	1.00	target_target
sp|P27550|ACSA_ECOLI-sp|P27550|ACSA_ECOLI	1.00	target_target
sp|P0ADB1|OSME_ECOLI-sp|P0ADB1|OSME_ECOLI	1.00	target_target
sp|P0A7B8|HSLV_ECOLI-sp|P0A7B8|HSLV_ECOLI	1.00	target_target
sp|P21513|RNE_ECOLI-sp|P21513|RNE_ECOLI	1.00	target_target
sp|P61714|RISB_ECOLI-sp|P61714|RISB_ECOLI	1.00	target_target
sp|P0AET8|HDHA_ECOLI-sp|P0AET8|HDHA_ECOLI	1.00	target_target
sp|P32144|CSQR_ECOLI-sp|P32144|CSQR_ECOLI	1.00	target_target
sp|P0AEP3|GALU_ECOLI-sp|P0AEP3|GALU_ECOLI	1.00	target_target
sp|P0A9P6|DEAD_ECOLI-sp|P0A9P6|DEAD_ECOLI	1.00	target_target
sp|P0ADP7|UBIJ_ECOLI-sp|P0ADP7|UBIJ_ECOLI	1.00	target_target
sp|P25798|FLIF_ECOLI-sp|P25798|FLIF_ECOLI	1.00	target_target
sp|P0AC33|FUMA_ECOLI-sp|P14407|FUMB_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P42641|OBG_ECOLI	1.00	target_target
sp|Q57261|TRUD_ECOLI-sp|Q57261|TRUD_ECOLI	1.00	target_target
sp|P0AGB3|RPOH_ECOLI-sp|P0AGB3|RPOH_ECOLI	1.00	target_target
sp|P63020|NFUA_ECOLI-sp|P63020|NFUA_ECOLI	1.00	target_target
sp|P0AG44|RL17_ECOLI-sp|P0AG44|RL17_ECOLI	1.00	target_target
sp|P43672|UUP_ECOLI-sp|P43672|UUP_ECOLI	1.00	target_target
sp|P36566|CMOM_ECOLI-sp|P36566|CMOM_ECOLI	1.00	target_target
sp|P75960|NPD_ECOLI-sp|P75960|NPD_ECOLI	1.00	target_target
sp|P00562|AK2H_ECOLI-sp|P00562|AK2H_ECOLI	1.00	target_target
sp|P0A7J3|RL10_ECOLI-sp|P0A7J7|RL11_ECOLI	1.00	target_target
sp|P0A7C2|LEXA_ECOLI-sp|P0A7C2|LEXA_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A7X3|RS9_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A7L3|RL20_ECOLI	1.00	target_target
sp|P60422|RL2_ECOLI-sp|P60624|RL24_ECOLI	1.00	target_target
sp|P00490|PHSM_ECOLI-sp|P0A7S3|RS12_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A8M6|YEEX_ECOLI	1.00	target_target
sp|P36683|ACNB_ECOLI-sp|P63020|NFUA_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P21156|CYSD_ECOLI	1.00	target_target
sp|P0A6P1|EFTS_ECOLI-sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P69913|CSRA_ECOLI	1.00	target_target
sp|P0A7V8|RS4_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P0AGJ5|YFIF_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P06710|DPO3X_ECOLI-sp|P28631|HOLB_ECOLI	1.00	target_target
sp|P07003|POXB_ECOLI-sp|P0A9G6|ACEA_ECOLI	1.00	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0A8F0|UPP_ECOLI	1.00	target_target
sp|P0A8G0|UVRC_ECOLI-sp|P0A8G0|UVRC_ECOLI	1.00	target_target
sp|P37773|MPL_ECOLI-sp|P37773|MPL_ECOLI	1.00	target_target
sp|P0AFP6|GCH1L_ECOLI-sp|P0AFP6|GCH1L_ECOLI	1.00	target_target
sp|P75713|ALLE_ECOLI-sp|P75713|ALLE_ECOLI	1.00	target_target
sp|Q8TBP6|S2540_HUMAN-sp|Q8TBP6|S2540_HUMAN	1.00	target_target
sp|P27278|NADR_ECOLI-sp|P27278|NADR_ECOLI	1.00	target_target
sp|P0ABJ1|CYOA_ECOLI-sp|P0ABJ1|CYOA_ECOLI	1.00	target_target
sp|P15034|AMPP_ECOLI-sp|P15034|AMPP_ECOLI	1.00	target_target
sp|P29013|YCGB_ECOLI-sp|P29013|YCGB_ECOLI	1.00	target_target
sp|P11349|NARH_ECOLI-sp|P11349|NARH_ECOLI	1.00	target_target
sp|P0A7T7|RS18_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A832|SSRP_ECOLI	1.00	target_target
sp|P36767|RDGC_ECOLI-sp|P36767|RDGC_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A7J7|RL11_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0A7W1|RS5_ECOLI	1.00	target_target
sp|P0A7K2|RL7_ECOLI-sp|P68919|RL25_ECOLI	1.00	target_target
sp|P00579|RPOD_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7J7|RL11_ECOLI	1.00	target_target
sp|P00579|RPOD_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P30850|RNB_ECOLI	1.00	target_target
sp|P09152|NARG_ECOLI-sp|P11349|NARH_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P68191|SRA_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A9Q1|ARCA_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0AEU7|SKP_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P02358|RS6_ECOLI-sp|P02359|RS7_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P42641|OBG_ECOLI	1.00	target_target
sp|P0A7W1|RS5_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P02413|RL15_ECOLI-sp|P0A7T3|RS16_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P0A7R5|RS10_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A8N5|SYK2_ECOLI-sp|P0A9B2|G3P1_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P60240|RAPA_ECOLI	1.00	target_target
sp|P0A7U7|RS20_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P75863|YCBX_ECOLI-sp|P75863|YCBX_ECOLI	1.00	target_target
sp|P13036|FECA_ECOLI-sp|P13036|FECA_ECOLI	1.00	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0A9P0|DLDH_ECOLI	1.00	target_target
sp|P11447|ARLY_ECOLI-sp|P11447|ARLY_ECOLI	1.00	target_target
sp|P24230|RECG_ECOLI-sp|P24230|RECG_ECOLI	1.00	target_target
sp|P0A998|FTNA_ECOLI-sp|P0A998|FTNA_ECOLI	1.00	target_target
sp|P16525|TUS_ECOLI-sp|P16525|TUS_ECOLI	1.00	target_target
sp|P0A8G3|UXAC_ECOLI-sp|P0A8G3|UXAC_ECOLI	1.00	target_target
sp|P0A948|RIMJ_ECOLI-sp|P0A948|RIMJ_ECOLI	1.00	target_target
sp|P0ACR9|MPRA_ECOLI-sp|P0ACR9|MPRA_ECOLI	1.00	target_target
sp|P25888|RHLE_ECOLI-sp|P25888|RHLE_ECOLI	1.00	target_target
sp|P0ACL9|PDHR_ECOLI-sp|P0ACL9|PDHR_ECOLI	1.00	target_target
sp|P04982|RBSD_ECOLI-sp|P04982|RBSD_ECOLI	1.00	target_target
sp|P26616|MAO1_ECOLI-sp|P26616|MAO1_ECOLI	1.00	target_target
sp|P0AF08|APBC_ECOLI-sp|P0AF08|APBC_ECOLI	1.00	target_target
sp|P50457|PUUE_ECOLI-sp|P50457|PUUE_ECOLI	1.00	target_target
sp|P21170|SPEA_ECOLI-sp|P21170|SPEA_ECOLI	1.00	target_target
sp|P0A794|PDXJ_ECOLI-sp|P0A794|PDXJ_ECOLI	1.00	target_target
sp|P0ADR6|RLMM_ECOLI-sp|P0ADR6|RLMM_ECOLI	1.00	target_target
sp|P75767|GNGF_ECOLI-sp|P75767|GNGF_ECOLI	1.00	target_target
sp|P39199|PRMB_ECOLI-sp|P39199|PRMB_ECOLI	1.00	target_target
sp|P0A722|LPXA_ECOLI-sp|P0A722|LPXA_ECOLI	1.00	target_target
sp|P0ACQ4|OXYR_ECOLI-sp|P0ACQ4|OXYR_ECOLI	1.00	target_target
sp|P31475|YIEP_ECOLI-sp|P31475|YIEP_ECOLI	1.00	target_target
sp|P04993|RECD_ECOLI-sp|P04993|RECD_ECOLI	1.00	target_target
sp|P05804|BGLR_ECOLI-sp|P05804|BGLR_ECOLI	1.00	target_target
sp|P0ACY9|YEBG_ECOLI-sp|P0ACY9|YEBG_ECOLI	1.00	target_target
sp|P0AFD1|NUOE_ECOLI-sp|P0AFD1|NUOE_ECOLI	1.00	target_target
sp|P0AEW6|INGK_ECOLI-sp|P0AEW6|INGK_ECOLI	1.00	target_target
sp|P22525|YCBB_ECOLI-sp|P22525|YCBB_ECOLI	1.00	target_target
sp|P37903|USPF_ECOLI-sp|P37903|USPF_ECOLI	1.00	target_target
sp|P69922|FUCI_ECOLI-sp|P69922|FUCI_ECOLI	1.00	target_target
sp|P04825|AMPN_ECOLI-sp|P04825|AMPN_ECOLI	1.00	target_target
sp|P07650|TYPH_ECOLI-sp|P07650|TYPH_ECOLI	1.00	target_target
sp|P27249|GLND_ECOLI-sp|P27249|GLND_ECOLI	1.00	target_target
sp|P0A799|PGK_ECOLI-sp|P0A799|PGK_ECOLI	1.00	target_target
sp|P0AA43|RSUA_ECOLI-sp|P0AA43|RSUA_ECOLI	1.00	target_target
sp|P37338|GLAR_ECOLI-sp|P37338|GLAR_ECOLI	1.00	target_target
sp|P75864|RLMKL_ECOLI-sp|P75864|RLMKL_ECOLI	1.00	target_target
sp|P76086|PAAX_ECOLI-sp|P76086|PAAX_ECOLI	1.00	target_target
sp|P0AG90|SECD_ECOLI-sp|P0AG90|SECD_ECOLI	1.00	target_target
sp|P42596|RLMG_ECOLI-sp|P42596|RLMG_ECOLI	1.00	target_target
sp|P0A7B5|PROB_ECOLI-sp|P0A7B5|PROB_ECOLI	1.00	target_target
sp|P77615|YCJW_ECOLI-sp|P77615|YCJW_ECOLI	1.00	target_target
sp|P60651|SPEB_ECOLI-sp|P60651|SPEB_ECOLI	1.00	target_target
sp|P04995|EX1_ECOLI-sp|P04995|EX1_ECOLI	1.00	target_target
sp|P36771|LRHA_ECOLI-sp|P36771|LRHA_ECOLI	1.00	target_target
sp|P0AFS3|FOLM_ECOLI-sp|P0AFS3|FOLM_ECOLI	1.00	target_target
sp|P39377|IADA_ECOLI-sp|P39377|IADA_ECOLI	1.00	target_target
sp|P0AG63|RS17_ECOLI-sp|P0AG63|RS17_ECOLI	1.00	target_target
sp|P33371|DUSC_ECOLI-sp|P33371|DUSC_ECOLI	1.00	target_target
sp|P07023|TYRA_ECOLI-sp|P07023|TYRA_ECOLI	1.00	target_target
sp|P31434|XYLS_ECOLI-sp|P31434|XYLS_ECOLI	1.00	target_target
sp|P0A6R3|FIS_ECOLI-sp|P0A6R3|FIS_ECOLI	1.00	target_target
sp|P0AF36|ZAPB_ECOLI-sp|P0AF36|ZAPB_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A6Y1|IHFB_ECOLI	1.00	target_target
sp|P0A786|PYRB_ECOLI-sp|P0A7F3|PYRI_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P00579|RPOD_ECOLI-sp|P00579|RPOD_ECOLI	1.00	target_target
sp|P69910|DCEB_ECOLI-sp|P69910|DCEB_ECOLI	1.00	target_target
sp|P45577|PROQ_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
sp|Q46851|GPR_ECOLI-sp|Q46851|GPR_ECOLI	1.00	target_target
sp|P77674|ABDH_ECOLI-sp|P77674|ABDH_ECOLI	1.00	target_target
sp|P0A817|METK_ECOLI-sp|P0A817|METK_ECOLI	1.00	target_target
sp|P35340|AHPF_ECOLI-sp|P35340|AHPF_ECOLI	1.00	target_target
sp|P13029|KATG_ECOLI-sp|P13029|KATG_ECOLI	1.00	target_target
sp|P08200|IDH_ECOLI-sp|P08200|IDH_ECOLI	1.00	target_target
sp|P0ACJ8|CRP_ECOLI-sp|P0ACJ8|CRP_ECOLI	1.00	target_target
sp|P0A7V0|RS2_ECOLI-sp|P0A7V0|RS2_ECOLI	1.00	target_target
sp|P60757|HIS1_ECOLI-sp|P60757|HIS1_ECOLI	1.00	target_target
sp|P0AB91|AROG_ECOLI-sp|P0AB91|AROG_ECOLI,sp|P00888|AROF_ECOLI	1.00	target_target
sp|P25553|ALDA_ECOLI-sp|P25553|ALDA_ECOLI	1.00	target_target
sp|P0AB89|PUR8_ECOLI-sp|P0AB89|PUR8_ECOLI	1.00	target_target
sp|P68191|SRA_ECOLI-sp|P68191|SRA_ECOLI	1.00	target_target
sp|P0ABK5|CYSK_ECOLI-sp|P0ABK5|CYSK_ECOLI	1.00	target_target
sp|P0DMC7|RCSB_ECOLI-sp|P0DMC7|RCSB_ECOLI	1.00	target_target
sp|P0AGE0|SSB_ECOLI-sp|P0AGE0|SSB_ECOLI	1.00	target_target
sp|P0A7U7|RS20_ECOLI-sp|P0A7U7|RS20_ECOLI	1.00	target_target
sp|P38038|CYSJ_ECOLI-sp|P38038|CYSJ_ECOLI	1.00	target_target
sp|P0A7V8|RS4_ECOLI-sp|P0A7V8|RS4_ECOLI	1.00	target_target
sp|P21177|FADB_ECOLI-sp|P21177|FADB_ECOLI	1.00	target_target
sp|P0A850|TIG_ECOLI-sp|P0A850|TIG_ECOLI	1.00	target_target
sp|P0C0V0|DEGP_ECOLI-sp|P0C0V0|DEGP_ECOLI	1.00	target_target
sp|P21889|SYD_ECOLI-sp|P21889|SYD_ECOLI	1.00	target_target
sp|P69910|DCEB_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0ADZ0|RL23_ECOLI-sp|P0ADZ0|RL23_ECOLI	1.00	target_target
sp|P00350|6PGD_ECOLI-sp|P00350|6PGD_ECOLI	1.00	target_target
sp|P52643|LDHD_ECOLI-sp|P52643|LDHD_ECOLI	1.00	target_target
sp|P0AFF6|NUSA_ECOLI-sp|P0AFF6|NUSA_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0A8T7|RPOC_ECOLI	1.00	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0A7V3|RS3_ECOLI	1.00	target_target
sp|P17445|BETB_ECOLI-sp|P17445|BETB_ECOLI	1.00	target_target
sp|P07395|SYFB_ECOLI-sp|P07395|SYFB_ECOLI	1.00	target_target
sp|P0A9K3|PHOL_ECOLI-sp|P0A9K3|PHOL_ECOLI	1.00	target_target
sp|P0A825|GLYA_ECOLI-sp|P0A825|GLYA_ECOLI	1.00	target_target
sp|P0A9Q7|ADHE_ECOLI-sp|P0A9Q7|ADHE_ECOLI	1.00	target_target
sp|P08312|SYFA_ECOLI-sp|P08312|SYFA_ECOLI	1.00	target_target
sp|P76062|RACR_ECOLI-sp|P76062|RACR_ECOLI	1.00	target_target
sp|P0A7E5|PYRG_ECOLI-sp|P0A7E5|PYRG_ECOLI	1.00	target_target
sp|P00961|SYGB_ECOLI-sp|P00961|SYGB_ECOLI	1.00	target_target
sp|P60723|RL4_ECOLI-sp|P60723|RL4_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P0A705|IF2_ECOLI	1.00	target_target
sp|P0A7J7|RL11_ECOLI-sp|P0A7J7|RL11_ECOLI	1.00	target_target
sp|P00561|AK1H_ECOLI-sp|P00561|AK1H_ECOLI	1.00	target_target
sp|P0AES6|GYRB_ECOLI-sp|P0AES6|GYRB_ECOLI	1.00	target_target
sp|P0A8L1|SYS_ECOLI-sp|P0A8L1|SYS_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A7R1|RL9_ECOLI-sp|P0A7R1|RL9_ECOLI	1.00	target_target
sp|P0ABP8|DEOD_ECOLI-sp|P0ABP8|DEOD_ECOLI	1.00	target_target
sp|P62707|GPMA_ECOLI-sp|P62707|GPMA_ECOLI	1.00	target_target
sp|P0AC41|SDHA_ECOLI-sp|P0AC41|SDHA_ECOLI	1.00	target_target
sp|P0AG59|RS14_ECOLI-sp|P0AG59|RS14_ECOLI	1.00	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0A8M6|YEEX_ECOLI	1.00	target_target
sp|P07003|POXB_ECOLI-sp|P07003|POXB_ECOLI	1.00	target_target
sp|P46837|YHGF_ECOLI-sp|P46837|YHGF_ECOLI	1.00	target_target
sp|P00582|DPO1_ECOLI-sp|P00582|DPO1_ECOLI	1.00	target_target
sp|P0A7B1|PPK1_ECOLI-sp|P0A7B1|PPK1_ECOLI	1.00	target_target
sp|P14407|FUMB_ECOLI,sp|P0AC33|FUMA_ECOLI-sp|P14407|FUMB_ECOLI,sp|P0AC33|FUMA_ECOLI	1.00	target_target
sp|P64581|YQJD_ECOLI-sp|P64581|YQJD_ECOLI	1.00	target_target
sp|P15254|PUR4_ECOLI-sp|P15254|PUR4_ECOLI	1.00	target_target
sp|P0AE78|CORC_ECOLI-sp|P0AE78|CORC_ECOLI	1.00	target_target
sp|P17169|GLMS_ECOLI-sp|P17169|GLMS_ECOLI	1.00	target_target
sp|P0A9Q1|ARCA_ECOLI-sp|P0A9Q1|ARCA_ECOLI	1.00	target_target
sp|P0A809|RUVA_ECOLI-sp|P0A809|RUVA_ECOLI	1.00	target_target
sp|P0C018|RL18_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P68919|RL25_ECOLI-sp|P68919|RL25_ECOLI	1.00	target_target
sp|P23865|PRC_ECOLI-sp|P23865|PRC_ECOLI	1.00	target_target
sp|P37765|RLUB_ECOLI-sp|P37765|RLUB_ECOLI	1.00	target_target
sp|P0ACG1|STPA_ECOLI-sp|P0ACG1|STPA_ECOLI	1.00	target_target
sp|P00370|DHE4_ECOLI-sp|P00370|DHE4_ECOLI	1.00	target_target
sp|P0ACY3|YEAG_ECOLI-sp|P0ACY3|YEAG_ECOLI	1.00	target_target
sp|P0AG16|PUR1_ECOLI-sp|P0AG16|PUR1_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A832|SSRP_ECOLI	1.00	target_target
sp|P62399|RL5_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P60624|RL24_ECOLI-sp|P60624|RL24_ECOLI	1.00	target_target
sp|P0A8N5|SYK2_ECOLI-sp|P0A8N5|SYK2_ECOLI,sp|P0A8N3|SYK1_ECOLI	1.00	target_target
sp|P69908|DCEA_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0A8G9|EX7S_ECOLI-sp|P0A8G9|EX7S_ECOLI	1.00	target_target
sp|P10408|SECA_ECOLI-sp|P10408|SECA_ECOLI	1.00	target_target
sp|P0AGJ9|SYY_ECOLI-sp|P0AGJ9|SYY_ECOLI	1.00	target_target
sp|P12008|AROC_ECOLI-sp|P12008|AROC_ECOLI	1.00	target_target
sp|P06959|ODP2_ECOLI-sp|P06959|ODP2_ECOLI	1.00	target_target
sp|P0A6H1|CLPX_ECOLI-sp|P0A6H1|CLPX_ECOLI	1.00	target_target
sp|P46889|FTSK_ECOLI-sp|P46889|FTSK_ECOLI	1.00	target_target
sp|P0A7Y0|RNC_ECOLI-sp|P0A7Y0|RNC_ECOLI	1.00	target_target
sp|P00452|RIR1_ECOLI-sp|P00452|RIR1_ECOLI	1.00	target_target
sp|P04949|FLIC_ECOLI-sp|P04949|FLIC_ECOLI	1.00	target_target
sp|P61175|RL22_ECOLI-sp|P61175|RL22_ECOLI	1.00	target_target
sp|P0AE08|AHPC_ECOLI-sp|P0AE08|AHPC_ECOLI	1.00	target_target
sp|P0A7M2|RL28_ECOLI-sp|P0A7M2|RL28_ECOLI	1.00	target_target
sp|P0A7E9|PYRH_ECOLI-sp|P0A7E9|PYRH_ECOLI	1.00	target_target
sp|P21179|CATE_ECOLI-sp|P21179|CATE_ECOLI	1.00	target_target
sp|P21599|KPYK2_ECOLI-sp|P21599|KPYK2_ECOLI	1.00	target_target
sp|P06710|DPO3X_ECOLI-sp|P06710|DPO3X_ECOLI	1.00	target_target
sp|P21499|RNR_ECOLI-sp|P21499|RNR_ECOLI	1.00	target_target
sp|P13009|METH_ECOLI-sp|P13009|METH_ECOLI	1.00	target_target
sp|P00960|SYGA_ECOLI-sp|P00960|SYGA_ECOLI	1.00	target_target
sp|P67910|HLDD_ECOLI-sp|P67910|HLDD_ECOLI	1.00	target_target
sp|P0AEH5|ELAB_ECOLI-sp|P0AEH5|ELAB_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0AG55|RL6_ECOLI-sp|P0AG55|RL6_ECOLI	1.00	target_target
sp|P0A6P1|EFTS_ECOLI-sp|P0A6P1|EFTS_ECOLI	1.00	target_target
sp|P17854|CYSH_ECOLI-sp|P17854|CYSH_ECOLI	1.00	target_target
sp|P0AFI2|PARC_ECOLI-sp|P0AFI2|PARC_ECOLI	1.00	target_target
sp|P0A6L2|DAPA_ECOLI-sp|P0A6L2|DAPA_ECOLI	1.00	target_target
sp|P76143|LSRF_ECOLI-sp|P76143|LSRF_ECOLI	1.00	target_target
sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0AEK4|FABI_ECOLI-sp|P0AEK4|FABI_ECOLI	1.00	target_target
sp|P31660|PRPC_ECOLI-sp|P31660|PRPC_ECOLI	1.00	target_target
sp|P0A9H7|CFA_ECOLI-sp|P0A9H7|CFA_ECOLI	1.00	target_target
sp|P0AG20|RELA_ECOLI-sp|P0AG20|RELA_ECOLI	1.00	target_target
sp|P0A6P9|ENO_ECOLI-sp|P0A6P9|ENO_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A7S3|RS12_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0A707|IF3_ECOLI	1.00	target_target
sp|P52095|DCLZ_ECOLI-sp|P52095|DCLZ_ECOLI	1.00	target_target
sp|P27302|TKT1_ECOLI-sp|P27302|TKT1_ECOLI	1.00	target_target
sp|P06612|TOP1_ECOLI-sp|P06612|TOP1_ECOLI	1.00	target_target
sp|P0A7L3|RL20_ECOLI-sp|P0A7L3|RL20_ECOLI	1.00	target_target
sp|P0A858|TPIS_ECOLI-sp|P0A858|TPIS_ECOLI	1.00	target_target
sp|P05042|FUMC_ECOLI-sp|P05042|FUMC_ECOLI	1.00	target_target
sp|P0A7W1|RS5_ECOLI-sp|P0A7W1|RS5_ECOLI	1.00	target_target
sp|P0A9M0|LON_ECOLI-sp|P0A9M0|LON_ECOLI	1.00	target_target
sp|P0A8N3|SYK1_ECOLI-sp|P0A8N5|SYK2_ECOLI,sp|P0A8N3|SYK1_ECOLI	1.00	target_target
sp|P09831|GLTB_ECOLI-sp|P09831|GLTB_ECOLI	1.00	target_target
sp|P00490|PHSM_ECOLI-sp|P00490|PHSM_ECOLI	1.00	target_target
sp|P42641|OBG_ECOLI-sp|P42641|OBG_ECOLI	1.00	target_target
sp|P05055|PNP_ECOLI-sp|P05055|PNP_ECOLI	1.00	target_target
sp|P76658|HLDE_ECOLI-sp|P76658|HLDE_ECOLI	1.00	target_target
sp|P0A7Z4|RPOA_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P0A9J8|CMPDT_ECOLI-sp|P0A9J8|CMPDT_ECOLI	1.00	target_target
sp|P0ACP7|PURR_ECOLI-sp|P0ACP7|PURR_ECOLI	1.00	target_target
sp|P0ADR8|PPNN_ECOLI-sp|P0ADR8|PPNN_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A6Y1|IHFB_ECOLI	1.00	target_target
sp|P0AGJ5|YFIF_ECOLI-sp|P0AGJ5|YFIF_ECOLI	1.00	target_target
sp|P08622|DNAJ_ECOLI-sp|P08622|DNAJ_ECOLI	1.00	target_target
sp|P0A6F1|CARA_ECOLI-sp|P0A6F1|CARA_ECOLI	1.00	target_target
sp|P0A7A9|IPYR_ECOLI-sp|P0A7A9|IPYR_ECOLI	1.00	target_target
sp|P04425|GSHB_ECOLI-sp|P04425|GSHB_ECOLI	1.00	target_target
sp|P0ADG7|IMDH_ECOLI-sp|P0ADG7|IMDH_ECOLI	1.00	target_target
sp|P37051|PURU_ECOLI-sp|P37051|PURU_ECOLI	1.00	target_target
sp|P0A6Z3|HTPG_ECOLI-sp|P0A6Z3|HTPG_ECOLI	1.00	target_target
sp|P04079|GUAA_ECOLI-sp|P04079|GUAA_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P00968|CARB_ECOLI-sp|P00968|CARB_ECOLI	1.00	target_target
sp|P09373|PFLB_ECOLI-sp|P09373|PFLB_ECOLI	1.00	target_target
sp|P0ADN2|YIFE_ECOLI-sp|P0ADN2|YIFE_ECOLI	1.00	target_target
sp|P09832|GLTD_ECOLI-sp|P09832|GLTD_ECOLI	1.00	target_target
sp|P00959|SYM_ECOLI-sp|P00959|SYM_ECOLI	1.00	target_target
sp|P0ADS6|YGGE_ECOLI-sp|P0ADS6|YGGE_ECOLI	1.00	target_target
sp|P23830|PSS_ECOLI-sp|P23830|PSS_ECOLI	1.00	target_target
sp|P0AC33|FUMA_ECOLI-sp|P14407|FUMB_ECOLI,sp|P0AC33|FUMA_ECOLI	1.00	target_target
sp|P0AD61|KPYK1_ECOLI-sp|P0AD61|KPYK1_ECOLI	1.00	target_target
sp|P37685|ALDB_ECOLI-sp|P37685|ALDB_ECOLI	1.00	target_target
sp|P16659|SYP_ECOLI-sp|P16659|SYP_ECOLI	1.00	target_target
sp|P0AGE9|SUCD_ECOLI-sp|P0AGE9|SUCD_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P0A8V2|RPOB_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P02359|RS7_ECOLI	1.00	target_target
